# stabmouse-recording v1
# device	Mad Catz Global Mad Catz R.A.T. 8+ADV
# dpi	1600
# t_us	dx	dy	down
1785376848590318	1	0	0
1785376848591319	1	-1	0
1785376848592318	2	0	0
1785376848593319	1	-1	0
1785376848594318	2	0	0
1785376848595318	1	-1	0
1785376848596318	1	0	0
1785376848597319	2	-1	0
1785376848598318	1	0	0
1785376848599318	1	-1	0
1785376848600318	1	0	0
1785376848601318	1	-1	0
1785376848602318	2	0	0
1785376848603320	1	-1	0
1785376848604318	2	0	0
1785376848605318	1	-1	0
1785376848606318	1	0	0
1785376848607319	2	-1	0
1785376848608318	1	0	0
1785376848609319	1	-1	0
1785376848610319	2	-1	0
1785376848611319	1	0	0
1785376848612318	2	-1	0
1785376848613318	1	0	0
1785376848614319	3	-1	0
1785376848615319	1	0	0
1785376848616318	1	-1	0
1785376848617318	2	0	0
1785376848618320	1	-1	0
1785376848619319	2	0	0
1785376848620319	1	-1	0
1785376848621318	2	0	0
1785376848622319	2	-1	0
1785376848623319	1	0	0
1785376848624319	2	-1	0
1785376848625320	1	0	0
1785376848626319	2	-1	0
1785376848627318	1	0	0
1785376848628319	2	-1	0
1785376848629319	1	0	0
1785376848630319	2	-2	0
1785376848631319	2	0	0
1785376848632319	1	-1	0
1785376848633319	3	0	0
1785376848634319	1	-1	0
1785376848635318	2	0	0
1785376848636319	1	-1	0
1785376848637319	2	0	0
1785376848638319	1	-1	0
1785376848639319	2	0	0
1785376848640318	2	-1	0
1785376848641318	1	0	0
1785376848642319	2	0	0
1785376848643318	2	-1	0
1785376848644319	1	0	0
1785376848645319	2	-1	0
1785376848646319	1	0	0
1785376848647319	2	-1	0
1785376848648321	1	0	0
1785376848649319	2	-1	0
1785376848650319	1	0	0
1785376848651319	2	0	0
1785376848652319	2	-1	0
1785376848653320	2	0	0
1785376848654319	2	-1	0
1785376848655319	1	0	0
1785376848656319	2	-1	0
1785376848657320	1	0	0
1785376848658318	1	0	0
1785376848659322	2	-1	0
1785376848660319	1	0	0
1785376848661319	1	0	0
1785376848662319	2	-1	0
1785376848663319	2	0	0
1785376848664320	1	-1	0
1785376848665319	1	0	0
1785376848666319	1	0	0
1785376848667319	2	-1	0
1785376848668319	1	0	0
1785376848669319	1	-1	0
1785376848670321	2	0	0
1785376848671319	1	0	0
1785376848672319	1	-1	0
1785376848673319	2	0	0
1785376848674320	2	-1	0
1785376848675319	1	0	0
1785376848676319	1	0	0
1785376848677320	1	-1	0
1785376848678319	1	0	0
1785376848679320	1	0	0
1785376848680319	1	-1	0
1785376848681320	1	0	0
1785376848682319	1	0	0
1785376848683320	1	-1	0
1785376848684319	1	0	0
1785376848685319	1	0	0
1785376848686320	1	0	0
1785376848687320	0	-1	0
1785376848688319	1	0	0
1785376848689319	1	0	0
1785376848690319	1	-1	0
1785376848692320	1	0	0
1785376848693319	1	0	0
1785376848694320	1	-1	0
1785376848696319	1	0	0
1785376848698320	1	-1	0
1785376848700319	1	0	0
1785376848704320	1	0	0
1785376848705320	0	-1	0
1785376848708320	1	0	0
1785376848749322	0	0	1
1785376848870328	0	0	0
1785376848964326	0	1	0
1785376848968324	0	1	0
1785376848971324	0	1	0
1785376848974323	0	1	0
1785376848976323	0	1	0
1785376848979323	0	1	0
1785376848981323	0	1	0
1785376848983323	0	1	0
1785376848986325	0	1	0
1785376848988323	0	1	0
1785376848990323	0	1	0
1785376848992323	0	1	0
1785376848993323	0	1	0
1785376848995322	0	1	0
1785376848997323	0	1	0
1785376848998323	0	1	0
1785376849000323	0	1	0
1785376849001322	0	1	0
1785376849003323	0	1	0
1785376849004323	0	1	0
1785376849006322	0	1	0
1785376849007323	0	1	0
1785376849008323	0	1	0
1785376849009323	0	1	0
1785376849011322	0	1	0
1785376849012323	0	1	0
1785376849013322	0	2	0
1785376849014323	1	1	0
1785376849015323	0	1	0
1785376849016322	0	1	0
1785376849018323	1	1	0
1785376849019323	0	1	0
1785376849020323	0	1	0
1785376849021322	1	1	0
1785376849022323	0	1	0
1785376849023323	0	2	0
1785376849024323	1	1	0
1785376849025323	0	1	0
1785376849026324	2	1	0
1785376849027323	0	1	0
1785376849028323	1	1	0
1785376849029322	0	1	0
1785376849030323	0	1	0
1785376849031322	1	1	0
1785376849032324	0	1	0
1785376849033323	1	2	0
1785376849034323	0	1	0
1785376849035323	1	1	0
1785376849036323	0	1	0
1785376849037323	1	2	0
1785376849038323	0	1	0
1785376849039323	1	1	0
1785376849040323	0	3	0
1785376849041323	1	1	0
1785376849042324	0	1	0
1785376849043323	1	2	0
1785376849044323	0	1	0
1785376849045323	1	1	0
1785376849046323	0	2	0
1785376849047322	1	1	0
1785376849048324	0	2	0
1785376849049323	1	1	0
1785376849050324	1	2	0
1785376849051323	0	1	0
1785376849052323	1	1	0
1785376849053324	0	2	0
1785376849054323	1	1	0
1785376849055323	0	2	0
1785376849056323	1	2	0
1785376849057324	1	1	0
1785376849058323	0	2	0
1785376849059323	1	1	0
1785376849060323	0	3	0
1785376849061324	1	1	0
1785376849062323	0	2	0
1785376849063323	1	1	0
1785376849064324	0	2	0
1785376849065324	1	2	0
1785376849066323	1	1	0
1785376849067323	0	2	0
1785376849068323	1	1	0
